Provider ID,Cleanliness,Nurse_com,Doc_com,Staff_responsiveness,Pain_management,Comm_medicine,Discharge_info,Care_transition,Overall_Hos_Rating,Quietness,Recomm_hos,Summary_star,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,County,Unnamed: 0,# Premature Deaths,# Child Deaths,# Infant Deaths,# Limited Access,% Limited Access,# Uninsured Adults,# Uninsured Children,% Uninsured Adults,% Uninsured Children,Household Income,# Not Proficient in English,% Not Proficient in English,Population
50113,3,2,3,1,3,3,2,4,3,1,3,3,SAN MATEO MEDICAL CENTER,222 W 39TH AVE,SAN MATEO,CA,94403,SAN MATEO,6505732222,Acute Care Hospitals,Government - Local,SAN MATEO,42,4904.0,173.0,231.0,11019.0,2.0,67700.0,10443.0,14.0,6.0,100806.0,58662.0,8.5,758581.0
50115,2,3,3,2,4,3,3,4,4,2,4,3,PALOMAR HEALTH DOWNTOWN CAMPUS,555 E VALLEY PARKWAY,ESCONDIDO,CA,92025,SAN DIEGO,7607393000,Acute Care Hospitals,Government - Hospital District or Authority,SAN DIEGO,38,23996.0,1184.0,1444.0,84421.0,3.0,434234.0,63062.0,22.0,8.0,66034.0,234203.0,7.9,3263431.0
50116,2,2,2,2,3,3,3,2,2,1,3,2,NORTHRIDGE HOSPITAL MEDICAL CENTER,18300 ROSCOE BLVD,NORTHRIDGE,CA,91325,LOS ANGELES,8188858500,Acute Care Hospitals,Voluntary non-profit - Private,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50118,2,3,4,3,4,4,3,3,3,2,3,3,DOCTORS HOSPITAL OF MANTECA,1205 E NORTH STREET,MANTECA,CA,95336,SAN JOAQUIN,2098233111,Acute Care Hospitals,Voluntary non-profit - Other,SAN JOAQUIN,40,7152.0,365.0,446.0,24555.0,4.0,104589.0,15514.0,25.0,7.0,51527.0,65834.0,10.2,715597.0
50121,3,3,3,2,4,3,3,2,3,2,3,3,ADVENTIST MEDICAL CENTER,115 MALL DRIVE,HANFORD,CA,93230,KINGS,2094107200,Acute Care Hospitals,Voluntary non-profit - Church,KINGS,17,1293.0,87.0,107.0,8629.0,6.0,19409.0,3509.0,25.0,8.0,44490.0,14941.0,10.7,150269.0
50122,2,2,2,1,2,2,3,2,2,1,2,2,DAMERON HOSPITAL,525 WEST ACACIA STREET,STOCKTON,CA,95203,SAN JOAQUIN,2099445550,Acute Care Hospitals,Voluntary non-profit - Other,SAN JOAQUIN,40,7152.0,365.0,446.0,24555.0,4.0,104589.0,15514.0,25.0,7.0,51527.0,65834.0,10.2,715597.0
50124,2,2,2,2,3,2,1,2,2,1,2,2,USC VERDUGO HILLS HOSPITAL,1812 VERDUGO BLVD,GLENDALE,CA,91209,LOS ANGELES,8187907100,Acute Care Hospitals,Voluntary non-profit - Private,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50125,2,2,1,2,3,2,2,2,2,1,2,2,REGIONAL MEDICAL CENTER OF SAN JOSE,225 N JACKSON AVENUE,SAN JOSE,CA,95116,SANTA CLARA,4082595000,Acute Care Hospitals,Government - Federal,SANTA CLARA,44,10901.0,483.0,620.0,22556.0,1.0,184767.0,23000.0,16.0,5.0,97219.0,175612.0,10.2,1894605.0
50126,3,2,1,2,3,3,3,3,3,2,3,3,VALLEY PRESBYTERIAN HOSPITAL,15107 VANOWEN ST,VAN NUYS,CA,91406,LOS ANGELES,8187826600,Acute Care Hospitals,Voluntary non-profit - Other,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50127,3,3,3,2,3,4,3,4,3,1,3,3,WOODLAND MEMORIAL HOSPITAL,1325 COTTONWOOD STREET,WOODLAND,CA,95695,YOLO,5306623961,Acute Care Hospitals,Voluntary non-profit - Other,YOLO,58,1565.0,56.0,67.0,4711.0,2.0,26563.0,3774.0,20.0,8.0,54509.0,14232.0,7.4,207590.0
50128,2,2,2,2,3,3,3,2,2,1,2,2,TRI-CITY MEDICAL CENTER,4002 VISTA WAY,OCEANSIDE,CA,92056,SAN DIEGO,7607248411,Acute Care Hospitals,Government - Hospital District or Authority,SAN DIEGO,38,23996.0,1184.0,1444.0,84421.0,3.0,434234.0,63062.0,22.0,8.0,66034.0,234203.0,7.9,3263431.0
50129,2,3,2,2,3,3,2,3,3,2,3,3,ST BERNARDINE MEDICAL CENTER,2101 N WATERMAN AVE,SAN BERNARDINO,CA,92404,SAN BERNARDINO,9098838711,Acute Care Hospitals,Voluntary non-profit - Private,SAN BERNARDINO,37,19384.0,1149.0,1442.0,151879.0,7.0,331500.0,51928.0,26.0,9.0,51951.0,164389.0,8.6,2112619.0
50131,3,4,4,3,4,3,3,4,4,3,4,4,NOVATO COMMUNITY HOSPITAL,180 ROWLAND WAY,NOVATO,CA,94945,MARIN,4152091300,Acute Care Hospitals,Voluntary non-profit - Other,MARIN,22,1863.0,63.0,56.0,4989.0,2.0,21182.0,3258.0,14.0,6.0,94549.0,10439.0,4.3,260750.0
50132,2,3,2,2,3,3,3,1,3,2,2,2,SAN GABRIEL VALLEY MEDICAL CENTER,438 W LAS TUNAS DRIVE,SAN GABRIEL,CA,91776,LOS ANGELES,6262895454,Acute Care Hospitals,Physician,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50133,1,2,1,1,2,3,1,1,1,1,1,1,RIDEOUT MEMORIAL HOSPITAL,726 4TH ST,MARYSVILLE,CA,95901,YUBA,5307494300,Acute Care Hospitals,Voluntary non-profit - Private,YUBA,59,877.0,41.0,46.0,8544.0,12.0,10419.0,1641.0,24.0,8.0,41403.0,3935.0,5.9,73966.0
50135,1,1,1,1,1,1,1,1,1,1,1,1,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,6245 DE LONGPRE AVE,HOLLYWOOD,CA,90028,LOS ANGELES,3234622271,Acute Care Hospitals,Proprietary,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50136,2,2,2,2,3,2,4,2,3,2,3,2,PETALUMA VALLEY HOSPITAL,400 N MCDOWELL BLVD,PETALUMA,CA,94954,SONOMA,7077781111,Acute Care Hospitals,Voluntary non-profit - Other,SONOMA,50,4392.0,136.0,159.0,18499.0,4.0,62706.0,8655.0,20.0,8.0,66949.0,27539.0,5.9,500292.0
50137,3,3,3,2,4,3,2,4,4,3,4,3,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,13652 CANTARA ST,PANORAMA CITY,CA,91402,LOS ANGELES,8183753333,Acute Care Hospitals,Voluntary non-profit - Private,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50138,3,3,3,3,3,3,3,4,4,2,4,3,KAISER FOUNDATION HOSPITAL - LOS ANGELES,4867 SUNSET BLVD,LOS ANGELES,CA,90027,LOS ANGELES,3237834011,Acute Care Hospitals,Voluntary non-profit - Other,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50139,3,3,3,2,3,3,3,4,4,3,3,3,KAISER FOUNDATION HOSPITAL - DOWNEY,9333 IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,5624616007,Acute Care Hospitals,Voluntary non-profit - Other,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50140,3,3,3,3,4,3,3,4,4,3,4,3,KAISER FOUNDATION HOSPITAL FONTANA,9961 SIERRA AVE,FONTANA,CA,92335,SAN BERNARDINO,9094275500,Acute Care Hospitals,Voluntary non-profit - Private,SAN BERNARDINO,37,19384.0,1149.0,1442.0,151879.0,7.0,331500.0,51928.0,26.0,9.0,51951.0,164389.0,8.6,2112619.0
50145,4,4,4,3,3,3,3,4,4,3,5,4,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,23625 W R HOLMAN HIGHWAY,MONTEREY,CA,93940,MONTEREY,8316245311,Acute Care Hospitals,Voluntary non-profit - Private,MONTEREY,28,2975.0,208.0,235.0,12941.0,3.0,77659.0,11899.0,31.0,10.0,57428.0,73593.0,18.8,431344.0
50149,1,2,1,1,2,3,2,2,2,1,2,2,CALIFORNIA HOSPITAL MEDICAL CENTER LA,1401 SOUTH GRAND AVENUE,LOS ANGELES,CA,90015,LOS ANGELES,2137482411,Acute Care Hospitals,Voluntary non-profit - Other,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50150,3,3,3,2,4,4,4,3,2,2,2,3,SIERRA NEVADA MEMORIAL HOSPITAL,155 GLASSON WAY,GRASS VALLEY,CA,95945,NEVADA,5302746000,Acute Care Hospitals,Voluntary non-profit - Other,NEVADA,30,1048.0,32.0,25.0,5277.0,5.0,11517.0,1844.0,20.0,10.0,57118.0,1431.0,1.5,98893.0
50152,2,2,3,2,3,2,3,4,3,1,3,3,SAINT FRANCIS MEMORIAL HOSPITAL,900 HYDE ST,SAN FRANCISCO,CA,94109,SAN FRANCISCO,4153536000,Acute Care Hospitals,Voluntary non-profit - Private,SAN FRANCISCO,39,6709.0,180.0,223.0,11090.0,1.0,83244.0,6147.0,14.0,5.0,83788.0,104023.0,13.1,852469.0
50153,2,3,3,2,3,2,2,3,3,1,3,3,O'CONNOR HOSPITAL,2105 FOREST AVENUE,SAN JOSE,CA,95128,SANTA CLARA,4089472500,Acute Care Hospitals,Voluntary non-profit - Church,SANTA CLARA,44,10901.0,483.0,620.0,22556.0,1.0,184767.0,23000.0,16.0,5.0,97219.0,175612.0,10.2,1894605.0
50158,3,3,3,3,4,3,2,2,3,1,2,3,ENCINO HOSPITAL MEDICAL CENTER,16237 VENTURA BLVD,ENCINO,CA,91436,LOS ANGELES,8189955000,Acute Care Hospitals,Proprietary,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50159,2,2,3,2,3,2,2,3,2,1,2,2,VENTURA COUNTY MEDICAL CENTER,300 HILLMONT AVENUE,VENTURA,CA,93003,VENTURA,8056526075,Acute Care Hospitals,Government - Local,VENTURA,57,6050.0,320.0,415.0,20325.0,2.0,114677.0,17221.0,22.0,8.0,74967.0,78629.0,10.1,846178.0
50167,1,2,2,1,2,2,2,2,2,1,2,2,SAN JOAQUIN GENERAL HOSPITAL,500 W HOSPITAL ROAD,FRENCH CAMP,CA,95231,SAN JOAQUIN,2094686000,Acute Care Hospitals,Government - Local,SAN JOAQUIN,40,7152.0,365.0,446.0,24555.0,4.0,104589.0,15514.0,25.0,7.0,51527.0,65834.0,10.2,715597.0
50168,3,4,3,3,4,4,4,4,5,3,4,4,ST JUDE MEDICAL CENTER,101 E VALENCIA MESA DRIVE,FULLERTON,CA,92835,ORANGE,7149923000,Acute Care Hospitals,Voluntary non-profit - Church,ORANGE,31,20563.0,914.0,1225.0,28840.0,1.0,453081.0,61200.0,23.0,8.0,76061.0,322123.0,11.1,3145515.0
50169,3,4,3,3,4,3,4,4,5,3,5,4,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,12401 WASHINGTON BLVD,WHITTIER,CA,90602,LOS ANGELES,5266980811,Acute Care Hospitals,Voluntary non-profit - Private,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50174,2,2,3,2,3,2,4,2,3,1,3,3,SANTA ROSA MEMORIAL HOSPITAL,1165 MONTGOMERY DR,SANTA ROSA,CA,95405,SONOMA,7075255300,Acute Care Hospitals,Voluntary non-profit - Private,SONOMA,50,4392.0,136.0,159.0,18499.0,4.0,62706.0,8655.0,20.0,8.0,66949.0,27539.0,5.9,500292.0
50179,2,2,1,2,3,3,3,2,2,1,2,2,EMANUEL MEDICAL CENTER,825 DELBON AVE,TURLOCK,CA,95382,STANISLAUS,2096674200,Acute Care Hospitals,Voluntary non-profit - Church,STANISLAUS,51,5392.0,321.0,360.0,24816.0,5.0,84340.0,12253.0,27.0,8.0,50917.0,47475.0,9.8,531997.0
50180,3,4,3,3,3,3,3,4,4,3,4,3,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,1601 YGNACIO VALLEY RD,WALNUT CREEK,CA,94598,CONTRA COSTA,9259393000,Acute Care Hospitals,Voluntary non-profit - Other,CONTRA COSTA,8,8697.0,368.0,403.0,28361.0,3.0,116525.0,16487.0,17.0,6.0,80338.0,64530.0,6.4,1111339.0
50189,4,3,3,2,3,2,2,2,2,2,1,2,GEORGE L MEE MEMORIAL HOSPITAL,300 CANAL STREET,KING CITY,CA,93930,MONTEREY,8313856000,Acute Care Hospitals,Voluntary non-profit - Other,MONTEREY,28,2975.0,208.0,235.0,12941.0,3.0,77659.0,11899.0,31.0,10.0,57428.0,73593.0,18.8,431344.0
50191,3,2,2,1,3,3,3,2,2,1,2,2,ST MARY MEDICAL CENTER,1050 LINDEN AVE,LONG BEACH,CA,90813,LOS ANGELES,5624919000,Acute Care Hospitals,Voluntary non-profit - Church,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50192,2,2,4,2,3,3,3,2,3,2,3,3,ADVENTIST MEDICAL CENTER - REEDLEY,372 W CYPRESS AVE,REEDLEY,CA,93654,FRESNO,5596388155,Acute Care Hospitals,Voluntary non-profit - Private,FRESNO,11,8749.0,655.0,763.0,50729.0,5.0,152523.0,19908.0,27.0,7.0,43338.0,110063.0,12.7,965974.0
50194,3,2,3,2,3,2,3,2,3,2,2,2,WATSONVILLE COMMUNITY HOSPITAL,75 NIELSON STREET,WATSONVILLE,CA,95076,SANTA CRUZ,8317244741,Acute Care Hospitals,Proprietary,SANTA CRUZ,45,2155.0,82.0,94.0,10587.0,4.0,37641.0,4642.0,22.0,8.0,64257.0,22091.0,8.8,271804.0
50195,4,3,3,3,4,3,3,4,3,2,3,3,WASHINGTON HOSPITAL,2000 MOWRY AVE,FREMONT,CA,94538,ALAMEDA,5107971111,Acute Care Hospitals,Government - Hospital District or Authority,ALAMEDA,2,12315.0,521.0,619.0,24227.0,2.0,178422.0,21348.0,17.0,6.0,76996.0,135827.0,9.3,1610921.0
50197,3,4,4,3,4,3,3,4,4,3,4,4,SEQUOIA HOSPITAL,170 ALAMEDA DE LAS PULGAS,REDWOOD CITY,CA,94062,SAN MATEO,6503675551,Acute Care Hospitals,Voluntary non-profit - Private,SAN MATEO,42,4904.0,173.0,231.0,11019.0,2.0,67700.0,10443.0,14.0,6.0,100806.0,58662.0,8.5,758581.0
50204,3,4,2,3,4,3,3,3,4,4,3,3,PALMDALE REGIONAL MEDICAL CENTER,38600 MEDICAL CENTER DRIVE,PALMDALE,CA,93552,LOS ANGELES,6613825000,Acute Care Hospitals,Proprietary,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50211,3,2,3,2,3,2,2,2,3,1,2,2,ALAMEDA HOSPITAL,2070 CLINTON AVENUE,ALAMEDA,CA,94501,ALAMEDA,5105223700,Acute Care Hospitals,Government - Hospital District or Authority,ALAMEDA,2,12315.0,521.0,619.0,24227.0,2.0,178422.0,21348.0,17.0,6.0,76996.0,135827.0,9.3,1610921.0
50222,3,3,3,3,4,3,4,4,3,1,3,3,SHARP CHULA VISTA MEDICAL CENTER,751 MEDICAL CENTER COURT,CHULA VISTA,CA,91911,SAN DIEGO,6195025800,Acute Care Hospitals,Proprietary,SAN DIEGO,38,23996.0,1184.0,1444.0,84421.0,3.0,434234.0,63062.0,22.0,8.0,66034.0,234203.0,7.9,3263431.0
50224,3,3,3,2,4,3,3,4,4,3,4,3,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,ONE HOAG DRIVE,NEWPORT BEACH,CA,92663,ORANGE,9497644624,Acute Care Hospitals,Voluntary non-profit - Private,ORANGE,31,20563.0,914.0,1225.0,28840.0,1.0,453081.0,61200.0,23.0,8.0,76061.0,322123.0,11.1,3145515.0
50225,3,3,2,3,4,2,4,4,3,1,4,3,FEATHER RIVER HOSPITAL,5974 PENTZ ROAD,PARADISE,CA,95969,BUTTE,5308779361,Acute Care Hospitals,Voluntary non-profit - Church,BUTTE,5,2750.0,87.0,98.0,15882.0,7.0,28274.0,3367.0,21.0,7.0,42302.0,5464.0,2.6,224241.0
50226,2,3,2,3,3,3,2,2,3,2,2,3,AHMC ANAHEIM REGIONAL MEDICAL CENTER,1111 W LA PALMA AVENUE,ANAHEIM,CA,92801,ORANGE,7147741450,Acute Care Hospitals,Voluntary non-profit - Private,ORANGE,31,20563.0,914.0,1225.0,28840.0,1.0,453081.0,61200.0,23.0,8.0,76061.0,322123.0,11.1,3145515.0
50228,3,2,3,2,3,3,3,3,3,3,3,3,SAN FRANCISCO GENERAL HOSPITAL,1001 POTRERO AVENUE,SAN FRANCISCO,CA,94110,SAN FRANCISCO,4152068000,Acute Care Hospitals,Government - Local,SAN FRANCISCO,39,6709.0,180.0,223.0,11090.0,1.0,83244.0,6147.0,14.0,5.0,83788.0,104023.0,13.1,852469.0
50230,1,2,2,2,3,2,2,1,2,2,2,2,GARDEN GROVE HOSPITAL & MEDICAL CENTER,12601 GARDEN GROVE BLVD,GARDEN GROVE,CA,92843,ORANGE,7145375160,Acute Care Hospitals,Proprietary,ORANGE,31,20563.0,914.0,1225.0,28840.0,1.0,453081.0,61200.0,23.0,8.0,76061.0,322123.0,11.1,3145515.0
50231,2,2,2,2,3,3,3,2,3,1,3,2,POMONA VALLEY HOSPITAL MEDICAL CENTER,1798 N GAREY AVE,POMONA,CA,91767,LOS ANGELES,9098659500,Acute Care Hospitals,Voluntary non-profit - Private,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50232,2,4,3,3,4,4,5,4,4,1,4,4,FRENCH HOSPITAL MEDICAL CENTER,1911 JOHNSON AVE,SAN LUIS OBISPO,CA,93401,SAN LUIS OBISPO,8055435353,Acute Care Hospitals,Voluntary non-profit - Other,SAN LUIS OBISPO,41,2480.0,94.0,85.0,10757.0,4.0,30308.0,4196.0,18.0,8.0,61775.0,10308.0,4.0,279083.0
50234,4,4,4,4,4,4,4,4,4,4,4,4,SHARP CORONADO HOSPITAL AND HLTHCR CTR,250 PROSPECT PLACE,CORONADO,CA,92118,SAN DIEGO,6194356251,Acute Care Hospitals,Proprietary,SAN DIEGO,38,23996.0,1184.0,1444.0,84421.0,3.0,434234.0,63062.0,22.0,8.0,66034.0,234203.0,7.9,3263431.0
50235,3,3,3,2,4,2,2,3,4,2,4,3,PROVIDENCE SAINT JOSEPH MEDICAL CTR,501 SOUTH BUENA VISTA,BURBANK,CA,91505,LOS ANGELES,8188435111,Acute Care Hospitals,Voluntary non-profit - Church,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50236,3,2,2,2,3,2,2,2,3,2,3,2,ADVENTIST HEALTH SIMI VALLEY,2975 N SYCAMORE DR,SIMI VALLEY,CA,93065,VENTURA,8059556000,Acute Care Hospitals,Voluntary non-profit - Church,VENTURA,57,6050.0,320.0,415.0,20325.0,2.0,114677.0,17221.0,22.0,8.0,74967.0,78629.0,10.1,846178.0
50238,3,3,3,2,3,3,3,3,4,2,4,3,METHODIST HOSPITAL OF SOUTHERN CA,300 W HUNTINGTON DR,ARCADIA,CA,91006,LOS ANGELES,6264454441,Acute Care Hospitals,Voluntary non-profit - Private,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50239,2,3,3,3,3,3,4,2,4,3,4,3,GLENDALE ADVENTIST MEDICAL CENTER,1509 E WILSON TERRACE,GLENDALE,CA,91206,LOS ANGELES,8184098202,Acute Care Hospitals,Voluntary non-profit - Private,LOS ANGELES,20,76580.0,3745.0,4644.0,139369.0,1.0,1885666.0,204554.0,29.0,8.0,55686.0,1396883.0,15.0,10116705.0
50242,2,2,3,2,3,2,3,3,2,1,2,2,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,CA,95065,SANTA CRUZ,8314627700,Acute Care Hospitals,Proprietary,SANTA CRUZ,45,2155.0,82.0,94.0,10587.0,4.0,37641.0,4642.0,22.0,8.0,64257.0,22091.0,8.8,271804.0
50243,1,2,3,2,3,2,3,2,3,1,3,2,DESERT REGIONAL MEDICAL CENTER,1150 NORTH INDIAN CANYON DRIVE,PALM SPRINGS,CA,92262,RIVERSIDE,7603236511,Acute Care Hospitals,Proprietary,RIVERSIDE,34,19465.0,939.0,1156.0,135290.0,6.0,372852.0,64968.0,27.0,10.0,56877.0,178975.0,8.5,2329271.0
50245,1,3,2,2,3,3,2,3,3,2,3,3,ARROWHEAD REGIONAL MEDICAL CENTER,400 NORTH PEPPER AVENUE,COLTON,CA,92324,SAN BERNARDINO,9095801000,Acute Care Hospitals,Government - Local,SAN BERNARDINO,37,19384.0,1149.0,1442.0,151879.0,7.0,331500.0,51928.0,26.0,9.0,51951.0,164389.0,8.6,2112619.0
50248,2,2,3,2,3,4,4,2,3,1,3,3,NATIVIDAD MEDICAL CENTER,1441 CONSTITUTION BOULEVARD,SALINAS,CA,93906,MONTEREY,8317554195,Acute Care Hospitals,Government - Hospital District or Authority,MONTEREY,28,2975.0,208.0,235.0,12941.0,3.0,77659.0,11899.0,31.0,10.0,57428.0,73593.0,18.8,431344.0
