,Unnamed: 0_x,Provider ID,Cleanliness,Nurse_com,Doc_com,Staff_responsiveness,Pain_management,Comm_medicine,Discharge_info,Care_transition,Overall_Hos_Rating,Quietness,Recomm_hos,Summary_star,Hospital Name_x,Address_x,City_x,State_x,County Name_x,Unnamed: 0_y,Hospital Name_y,Address_y,City_y,State_y,ZIP Code,County Name_y,Phone Number,Hospital Type,Hospital Ownership
215,215,50567,3,3,3,3,4,3,4,3,4,3,4,3,MISSION HOSPITAL REGIONAL MED CENTER,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,ORANGE,475,MISSION HOSPITAL REGIONAL MED CENTER,27700 MEDICAL CENTER RD,MISSION VIEJO,CA,92691,ORANGE,9493641400,Acute Care Hospitals,Voluntary non-profit - Private
216,216,50568,3,2,1,2,2,2,3,2,2,1,2,2,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,CA,MADERA,476,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,CA,93637,MADERA,5596755555,Acute Care Hospitals,Voluntary non-profit - Other
217,217,50570,2,2,1,2,3,3,3,1,2,1,2,2,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,ORANGE,477,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,17100 EUCLID STREET,FOUNTAIN VALLEY,CA,92708,ORANGE,7149667200,Acute Care Hospitals,Proprietary
218,218,50573,3,3,3,3,4,3,3,4,4,2,4,3,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,RIVERSIDE,478,EISENHOWER MEDICAL CENTER,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,CA,92270,RIVERSIDE,7603403911,Acute Care Hospitals,Proprietary
219,219,50580,2,2,2,3,3,3,2,2,3,2,3,2,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,ORANGE,479,LA PALMA INTERCOMMUNITY HOSPITAL,7901 WALKER STREET,LA PALMA,CA,90623,ORANGE,7146707400,Acute Care Hospitals,Proprietary
220,220,50581,1,2,3,2,3,3,2,2,2,1,2,2,LAKEWOOD REGIONAL MEDICAL CENTER,3700 E SOUTH ST,LAKEWOOD,CA,LOS ANGELES,480,LAKEWOOD REGIONAL MEDICAL CENTER,3700 E SOUTH ST,LAKEWOOD,CA,90712,LOS ANGELES,5626026751,Acute Care Hospitals,Proprietary
221,221,50586,2,3,3,2,3,3,2,2,3,2,3,3,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,SAN BERNARDINO,481,CHINO VALLEY MEDICAL CENTER,5451 WALNUT AVE,CHINO,CA,91710,SAN BERNARDINO,9096276111,Acute Care Hospitals,Proprietary
222,222,50588,3,2,2,1,3,2,3,2,2,2,2,2,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,LOS ANGELES,482,SAN DIMAS COMMUNITY HOSPITAL,1350 W COVINA BLVD,SAN DIMAS,CA,91773,LOS ANGELES,9095996811,Acute Care Hospitals,Proprietary
223,223,50589,3,3,2,2,3,2,3,2,3,1,3,2,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,ORANGE,483,PLACENTIA LINDA HOSPITAL,1301 N ROSE DRIVE,PLACENTIA,CA,92870,ORANGE,7149932000,Acute Care Hospitals,Proprietary
224,224,50590,2,2,2,2,3,3,3,2,2,1,2,2,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,SACRAMENTO,484,METHODIST HOSPITAL OF SACRAMENTO,7500 HOSPITAL DRIVE,SACRAMENTO,CA,95823,SACRAMENTO,9164236010,Acute Care Hospitals,Voluntary non-profit - Other
225,225,50597,3,4,4,4,4,4,2,3,4,2,4,4,FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,GLENDORA,CA,LOS ANGELES,485,FOOTHILL PRESBYTERIAN HOSPITAL,250 S GRAND AVE,GLENDORA,CA,91740,LOS ANGELES,6269638411,Acute Care Hospitals,Voluntary non-profit - Private
226,226,50599,2,3,3,2,3,3,3,4,3,1,4,3,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,SACRAMENTO,486,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,2315 STOCKTON BOULEVARD,SACRAMENTO,CA,95817,SACRAMENTO,9167342011,Acute Care Hospitals,Voluntary non-profit - Other
227,227,50603,3,3,3,2,4,2,3,4,4,1,4,3,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,ORANGE,487,SADDLEBACK MEMORIAL MEDICAL CENTER,24451 HEALTH CENTER DRIVE,LAGUNA HILLS,CA,92653,ORANGE,9498374500,Acute Care Hospitals,Voluntary non-profit - Private
228,228,50604,3,3,3,2,4,3,3,4,3,1,3,3,KAISER FOUNDATION HOSPITAL-SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,CA,SANTA CLARA,488,KAISER FOUNDATION HOSPITAL-SAN JOSE,250 HOSPITAL PARKWAY,SAN JOSE,CA,95119,SANTA CLARA,4089727000,Acute Care Hospitals,Voluntary non-profit - Other
229,229,50608,3,2,3,2,3,2,3,2,3,1,2,2,DELANO REGIONAL MEDICAL CENTER,1401 GARCES HIGHWAY,DELANO,CA,KERN,489,DELANO REGIONAL MEDICAL CENTER,1401 GARCES HIGHWAY,DELANO,CA,93215,KERN,6617254800,Acute Care Hospitals,Proprietary
230,230,50609,3,4,4,3,4,3,3,4,5,3,4,4,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,3440 E LA PALMA AVE,ANAHEIM,CA,ORANGE,490,KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE,3440 E LA PALMA AVE,ANAHEIM,CA,92806,ORANGE,7142794000,Acute Care Hospitals,Voluntary non-profit - Other
231,231,50616,2,3,3,2,3,3,3,3,3,1,3,3,ST JOHNS PLEASANT VALLEY HOSPITAL,2309 ANTONIO AVE,CAMARILLO,CA,VENTURA,491,ST JOHNS PLEASANT VALLEY HOSPITAL,2309 ANTONIO AVE,CAMARILLO,CA,93010,VENTURA,8053895800,Acute Care Hospitals,Voluntary non-profit - Church
232,232,50624,3,3,3,3,3,3,2,3,3,1,3,3,HENRY MAYO NEWHALL  HOSPITAL,23845  MCBEAN PKWY,VALENCIA,CA,LOS ANGELES,492,HENRY MAYO NEWHALL  HOSPITAL,23845  MCBEAN PKWY,VALENCIA,CA,91355,LOS ANGELES,6612538000,Acute Care Hospitals,Voluntary non-profit - Private
233,233,50625,3,3,3,3,3,2,3,4,4,2,4,3,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,LOS ANGELES,493,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,LOS ANGELES,3104235000,Acute Care Hospitals,Voluntary non-profit - Other
234,234,50633,2,4,3,3,4,4,4,2,3,2,2,3,TWIN CITIES COMMUNITY HOSPITAL,1100 LAS TABLAS RD,TEMPLETON,CA,SAN LUIS OBISPO,494,TWIN CITIES COMMUNITY HOSPITAL,1100 LAS TABLAS RD,TEMPLETON,CA,93465,SAN LUIS OBISPO,8054343500,Acute Care Hospitals,Proprietary
235,235,50636,2,4,3,3,4,3,4,4,3,1,3,3,POMERADO HOSPITAL,15615 POMERADO ROAD,POWAY,CA,SAN DIEGO,495,POMERADO HOSPITAL,15615 POMERADO ROAD,POWAY,CA,92064,SAN DIEGO,8584856511,Acute Care Hospitals,Government - Hospital District or Authority
236,236,50641,3,2,1,2,2,2,2,1,2,2,2,2,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,LOS ANGELES,496,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,LOS ANGELES,3232685514,Acute Care Hospitals,Proprietary
237,237,50663,1,1,1,1,1,1,1,1,1,1,1,1,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,CA,LOS ANGELES,497,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,CA,90023,LOS ANGELES,3232670477,Acute Care Hospitals,Proprietary
238,238,50668,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,375 LAGUNA HONDA BLVD,SAN FRANCISCO,CA,SAN FRANCISCO,498,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,375 LAGUNA HONDA BLVD,SAN FRANCISCO,CA,94116,SAN FRANCISCO,4157592300,Acute Care Hospitals,Government - Local
239,239,50674,2,3,3,3,4,3,3,4,4,2,4,3,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,SACRAMENTO,499,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,9166882000,Acute Care Hospitals,Voluntary non-profit - Other
240,240,50677,4,4,4,4,4,4,3,4,4,2,4,4,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO,WOODLAND HILLS,CA,LOS ANGELES,500,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO,WOODLAND HILLS,CA,91367,LOS ANGELES,8187193800,Acute Care Hospitals,Voluntary non-profit - Private
241,241,50678,3,3,3,3,3,3,3,4,3,1,3,3,ORANGE COAST MEMORIAL MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,ORANGE,501,ORANGE COAST MEMORIAL MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,ORANGE,7143787406,Acute Care Hospitals,Proprietary
242,242,50684,1,1,1,1,2,1,2,1,1,1,1,1,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL B0ULEVARD,SUN CITY,CA,RIVERSIDE,502,MENIFEE VALLEY MEDICAL CENTER,28400 MCCALL B0ULEVARD,SUN CITY,CA,92585,RIVERSIDE,9516798888,Acute Care Hospitals,Physician
243,243,50686,3,3,3,3,4,3,3,3,4,1,4,3,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,RIVERSIDE,503,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,RIVERSIDE,9513532000,Acute Care Hospitals,Voluntary non-profit - Other
244,244,50688,4,3,3,2,4,3,2,3,3,1,2,3,SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,CA,SANTA CLARA,504,SAINT LOUISE REGIONAL HOSPITAL,9400 NO NAME UNO,GILROY,CA,95020,SANTA CLARA,4088482000,Acute Care Hospitals,Voluntary non-profit - Church
245,245,50689,1,2,3,2,3,2,3,2,2,2,3,2,SAN RAMON REGIONAL MEDICAL CTR,6001 NORRIS CANYON ROAD,SAN RAMON,CA,CONTRA COSTA,505,SAN RAMON REGIONAL MEDICAL CTR,6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,CONTRA COSTA,9252759200,Acute Care Hospitals,Proprietary
246,246,50690,3,4,3,3,4,3,4,4,4,2,4,4,KAISER FOUNDATION HOSPITAL-SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,CA,SONOMA,506,KAISER FOUNDATION HOSPITAL-SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,SONOMA,7075714000,Acute Care Hospitals,Voluntary non-profit - Other
247,247,50696,3,3,3,2,3,3,3,4,4,3,4,3,KECK HOSPITAL OF USC,1500 SAN PABLO ST,LOS ANGELES,CA,LOS ANGELES,507,KECK HOSPITAL OF USC,1500 SAN PABLO ST,LOS ANGELES,CA,90033,LOS ANGELES,3234428656,Acute Care Hospitals,Voluntary non-profit - Other
248,248,50697,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING,CA,SHASTA,508,PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING,CA,96001,SHASTA,5302258700,Acute Care Hospitals,Physician
249,249,50701,1,2,2,2,3,2,3,2,3,2,2,2,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,RIVERSIDE,509,SOUTHWEST HEALTHCARE SYSTEM,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,RIVERSIDE,9516966000,Acute Care Hospitals,Proprietary
250,250,50704,2,2,2,2,2,2,2,1,2,1,1,2,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,LOS ANGELES,510,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,LOS ANGELES,8189043100,Acute Care Hospitals,Voluntary non-profit - Private
251,251,50708,5,5,4,5,5,5,5,5,5,5,5,5,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO ST,FRESNO,CA,FRESNO,511,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO ST,FRESNO,CA,93710,FRESNO,5594318000,Acute Care Hospitals,Proprietary
252,252,50709,2,2,1,2,2,2,2,1,2,2,2,2,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,SAN BERNARDINO,512,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,SAN BERNARDINO,7602418000,Acute Care Hospitals,Proprietary
253,253,50710,2,3,3,3,4,3,3,4,4,2,4,3,KAISER FOUNDATION HOSPITAL - FRESNO,7300 NORTH FRESNO ST,FRESNO,CA,FRESNO,513,KAISER FOUNDATION HOSPITAL - FRESNO,7300 NORTH FRESNO ST,FRESNO,CA,93720,FRESNO,5594484500,Acute Care Hospitals,Voluntary non-profit - Private
254,254,50714,3,4,3,4,4,3,4,4,5,4,5,4,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,2900 CHANTICLEER AVENUE,SANTA CRUZ,CA,SANTA CRUZ,514,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,2900 CHANTICLEER AVENUE,SANTA CRUZ,CA,95065,SANTA CRUZ,8314772200,Acute Care Hospitals,Voluntary non-profit - Private
255,255,50717,2,3,3,3,3,2,4,5,3,1,4,3,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,7601 EAST IMPERIAL HIGHWAY,DOWNEY,CA,LOS ANGELES,515,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,7601 EAST IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,5624017022,Acute Care Hospitals,Government - Local
256,256,50723,3,3,4,3,4,4,4,4,4,3,4,4,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,LOS ANGELES,516,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,LOS ANGELES,6268511011,Acute Care Hospitals,Voluntary non-profit - Other
257,257,50724,3,3,3,3,3,2,3,4,4,2,4,3,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD,CA,KERN,517,BAKERSFIELD HEART HOSPITAL,3001 SILLECT AVENUE,BAKERSFIELD,CA,93308,KERN,6613166000,Acute Care Hospitals,Proprietary
258,258,50726,5,5,5,5,5,5,5,5,5,5,5,5,STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,CA,STANISLAUS,518,STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,CA,95355,STANISLAUS,2095722700,Acute Care Hospitals,Proprietary
259,259,50727,1,2,1,2,2,1,1,1,1,1,1,1,COMMUNITY HOSPITAL OF LONG BEACH,1720 TERMINO AVENUE,LONG BEACH,CA,LOS ANGELES,519,COMMUNITY HOSPITAL OF LONG BEACH,1720 TERMINO AVENUE,LONG BEACH,CA,90804,LOS ANGELES,5624940600,Acute Care Hospitals,Voluntary non-profit - Private
260,260,50735,2,2,2,2,3,3,2,1,2,1,2,2,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,LOS ANGELES,520,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,90605,LOS ANGELES,5629453561,Acute Care Hospitals,Proprietary
261,261,50736,2,2,2,2,3,3,2,1,3,1,3,2,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,LOS ANGELES,521,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,LOS ANGELES,6265709000,Acute Care Hospitals,Proprietary
262,262,50737,1,2,2,2,3,2,2,1,2,1,2,2,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,LOS ANGELES,522,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,6265732222,Acute Care Hospitals,Proprietary
263,263,50738,2,2,1,1,3,2,2,1,2,2,2,2,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,LOS ANGELES,523,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,LOS ANGELES,6263507975,Acute Care Hospitals,Voluntary non-profit - Private
264,264,50739,1,2,1,2,2,2,1,2,2,1,1,2,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD,CA,LOS ANGELES,524,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD,CA,90301,LOS ANGELES,3106734660,Acute Care Hospitals,Proprietary
265,265,50740,2,3,3,3,3,3,3,3,3,3,3,3,MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,CA,LOS ANGELES,525,MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,CA,90291,LOS ANGELES,3108238911,Acute Care Hospitals,Proprietary
266,266,50742,1,1,1,1,2,1,2,1,1,2,1,1,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,LOS ANGELES,526,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,CA,90036,LOS ANGELES,3106575900,Acute Care Hospitals,Proprietary
267,267,50744,2,2,2,2,2,3,2,1,2,1,1,2,ANAHEIM GLOBAL MEDICAL CENTER,1025 S ANAHEIM BLVD,ANAHEIM,CA,ORANGE,527,ANAHEIM GLOBAL MEDICAL CENTER,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,ORANGE,7145336220,Acute Care Hospitals,Proprietary
268,268,50745,2,2,2,1,3,1,2,1,2,2,1,2,CHAPMAN GLOBAL MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,CA,ORANGE,528,CHAPMAN GLOBAL MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,CA,92869,ORANGE,7146330011,Acute Care Hospitals,Proprietary
269,269,50746,1,2,1,1,2,2,2,1,2,1,2,2,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,ORANGE,529,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,ORANGE,7149533610,Acute Care Hospitals,Proprietary
270,270,50747,2,1,1,1,2,2,2,1,2,1,1,1,SOUTH COAST GLOBAL MEDICAL CENTER,2701 S BRISTOL ST,SANTA ANA,CA,ORANGE,530,SOUTH COAST GLOBAL MEDICAL CENTER,2701 S BRISTOL ST,SANTA ANA,CA,92704,ORANGE,7147545454,Acute Care Hospitals,Proprietary
271,271,50748,3,3,3,3,3,2,2,3,4,2,4,3,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA,CA,SAN JOAQUIN,531,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA,CA,95337,SAN JOAQUIN,2098253700,Acute Care Hospitals,Voluntary non-profit - Private
272,272,50751,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MIRACLE MILE MEDICAL CENTER,6000 SAN VICENTE BLVD,LOS ANGELES,CA,LOS ANGELES,532,MIRACLE MILE MEDICAL CENTER,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,LOS ANGELES,3239301040,Acute Care Hospitals,Proprietary
273,273,50754,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,MENLO PARK,CA,SAN MATEO,533,MENLO PARK SURGICAL HOSPITAL,570 WILLOW ROAD,MENLO PARK,CA,94025,SAN MATEO,6503248500,Acute Care Hospitals,Voluntary non-profit - Private
274,274,50755,2,1,1,1,1,2,1,1,1,1,1,1,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,LOS ANGELES,534,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,8189817111,Acute Care Hospitals,Voluntary non-profit - Private
275,275,50757,1,2,2,2,3,2,2,2,2,2,2,2,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,SAN DIEGO,535,ALVARADO HOSPITAL MEDICAL CENTER,6655 ALVARADO ROAD,SAN DIEGO,CA,92120,SAN DIEGO,6192293172,Acute Care Hospitals,Proprietary
276,276,50758,3,2,2,3,2,2,2,1,2,1,2,2,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,SAN BERNARDINO,536,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ST,MONTCLAIR,CA,91763,SAN BERNARDINO,9096258300,Acute Care Hospitals,Voluntary non-profit - Private
277,277,50760,2,3,3,2,4,2,4,4,4,2,4,3,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,CONTRA COSTA,537,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,9258136500,Acute Care Hospitals,Proprietary
278,278,50761,2,2,3,2,3,2,2,2,3,1,3,2,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,LOS ANGELES,538,PROVIDENCE TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,8188810800,Acute Care Hospitals,Voluntary non-profit - Private
279,279,50763,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,SILVER LAKE MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,CA,LOS ANGELES,539,SILVER LAKE MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,LOS ANGELES,2139896123,Acute Care Hospitals,Proprietary
280,280,50764,1,2,2,2,2,2,2,3,3,1,3,2,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,SHASTA,540,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,96001,SHASTA,5302445454,Acute Care Hospitals,Proprietary
281,281,50765,2,3,4,2,4,3,2,4,4,1,4,3,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,RIVERSIDE,541,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,9512516000,Acute Care Hospitals,Voluntary non-profit - Other
282,282,50766,4,5,5,5,5,5,5,5,5,5,5,5,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,SUTTER,542,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,95991,SUTTER,5307495700,Acute Care Hospitals,Physician
283,283,50767,3,4,3,3,3,3,3,4,4,2,4,3,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,SOLANO,543,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,SOLANO,7076244000,Acute Care Hospitals,Proprietary
284,284,50769,4,5,4,4,4,5,5,5,5,4,5,5,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,ORANGE,544,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,ORANGE,9497275000,Acute Care Hospitals,Proprietary
285,285,50770,2,2,3,2,3,2,3,3,4,4,4,3,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,RIVERSIDE,545,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,92563,RIVERSIDE,9512904000,Acute Care Hospitals,Voluntary non-profit - Private
286,286,50771,1,1,1,1,1,2,1,1,1,1,1,1,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,LOS ANGELES,546,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,3103560550,Acute Care Hospitals,Proprietary
